,Title,Year,Authors,Journal,Journal Acronym,Rank
353,Wireless Semantic Communication: A Networking Perspective.,2022,"Le Xia, Yao Sun, Dusit Niyato, Xiaoqian Li, Muhammad Ali Imran",CoRR abs/2212.14142 ,CORR,
354,AI-Assisted MAC for Reconfigurable Intelligent-Surface-Aided Wireless Networks: Challenges and Opportunities.,2021,"Xuelin Cao, Bo Yang, Chongwen Huang, Chau Yuen, Marco Di Renzo, Zhu Han, Dusit Niyato, H. Vincent Poor, Lajos Hanzo",IEEE Commun. Mag. 59: 21-27 ,CM,
355,Joint Communication and Computation Design for UAV-Enabled Aerial Computing.,2021,"Jiequ Ji, Kun Zhu, Dusit Niyato",IEEE Commun. Mag. 59: 73-79 ,CM,
356,"Intelligent Communications for Tactile Internet in 6G: Requirements, Technologies, and Challenges.",2021,"Zhanwei Hou, Changyang She, Yonghui Li, Dusit Niyato, Mischa Dohler, Branka Vucetic",IEEE Commun. Mag. 59: 82-88 ,CM,
357,Computation offloading and content caching and delivery in Vehicular Edge Network: A survey.,2021,"Rudzidatul Akmam Dziyauddin, Dusit Niyato, Nguyen Cong Luong, Ahmad Ariff Aizuddin Mohd Atan, Mohd Azri Mohd Izhar, Marwan Hadri Azmi, Salwani Mohd Daud",Comput. Networks 197: 108228 ,CN,National:Poland
358,Editorial: First Quarter 2021 IEEE Communications Surveys and Tutorials.,2021,Dusit Tao Niyato,IEEE Commun. Surv. Tutorials 23: 1-6 ,COMSUR,
359,Editorial: Second Quarter 2021 IEEE Communications Surveys and Tutorials.,2021,Dusit Tao Niyato,IEEE Commun. Surv. Tutorials 23: 662-667 ,COMSUR,
360,Radio Resource Management in Joint Radar and Communication: A Comprehensive Survey.,2021,"Nguyen Cong Luong, Xiao Lu, Dinh Thai Hoang, Dusit Niyato, Dong In Kim",IEEE Commun. Surv. Tutorials 23: 780-814 ,COMSUR,
361,Editorial: Third Quarter 2021 IEEE Communications Surveys and Tutorials.,2021,Dusit Tao Niyato,IEEE Commun. Surv. Tutorials 23: 1425-1429 ,COMSUR,
362,"A Comprehensive Survey on Coded Distributed Computing: Fundamentals, Challenges, and Networking Applications.",2021,"Jer Shyuan Ng, Wei Yang Bryan Lim, Nguyen Cong Luong, Zehui Xiong, Alia Asheralieva, Dusit Niyato, Cyril Leung, Chunyan Miao",IEEE Commun. Surv. Tutorials 23: 1800-1837 ,COMSUR,
363,IEEE Communications Surveys and Tutorials.,2021,Dusit Tao Niyato,IEEE Commun. Surv. Tutorials 23: 2058-2063 ,COMSUR,
364,"Big Data Resource Management & Networks: Taxonomy, Survey, and Future Directions.",2021,"Feras M. Awaysheh, Mamoun Alazab, Sahil Garg, Dusit Niyato, Christos V. Verikoukis",IEEE Commun. Surv. Tutorials 23: 2098-2130 ,COMSUR,
365,"Fast, Reliable, and Secure Drone Communication: A Comprehensive Survey.",2021,"Vikas Hassija, Vinay Chamola, Adhar Agrawal, Adit Goyal, Nguyen Cong Luong, Dusit Niyato, Fei Richard Yu, Mohsen Guizani",IEEE Commun. Surv. Tutorials 23: 2802-2832 ,COMSUR,
366,Decentralized Online Learning With Compressed Communication for Near-Sensor Data Analytics.,2021,"Guangxia Li, Jia Liu, Xiao Lu, Peilin Zhao, Yulong Shen, Dusit Niyato",IEEE Commun. Lett. 25: 2958-2962 ,ICL,
367,Optimal Mechanism Design in the Sponsored Content Service Market.,2021,"Mina Montazeri, Hamed Kebriaei, Babak Nadjar Araabi, Dusit Niyato",IEEE Commun. Lett. 25: 3051-3054 ,ICL,
368,Adaptive Task Offloading in Coded Edge Computing: A Deep Reinforcement Learning Approach.,2021,"Nguyen Van Tam, Nguyen Quang Hieu, Nguyen Thi Thanh Van, Nguyen Cong Luong, Dusit Niyato, Dong In Kim",IEEE Commun. Lett. 25: 3878-3882 ,ICL,
369,Blockchain for Future Smart Grid: A Comprehensive Survey.,2021,"Muhammad Baqer Mollah, Jun Zhao, Dusit Niyato, Kwok-Yan Lam, Xin Zhang, Amer M. Y. M. Ghias, Leong Hai Koh, Lei Yang",IEEE Internet Things J. 8: 18-43 ,IOTJ,
370,Joint Trajectory Design and Resource Allocation for Secure Transmission in Cache-Enabled UAV-Relaying Networks With D2D Communications.,2021,"Jiequ Ji, Kun Zhu, Dusit Niyato, Ran Wang",IEEE Internet Things J. 8: 1557-1571 ,IOTJ,
371,Privacy-Preserving Blockchain-Based Federated Learning for IoT Devices.,2021,"Yang Zhao, Jun Zhao, Linshan Jiang, Rui Tan, Dusit Niyato, Zengxiang Li, Lingjuan Lyu, Yingbo Liu",IEEE Internet Things J. 8: 1817-1829 ,IOTJ,
372,Guest Editorial: Special Issue on Blockchain and Edge Computing Techniques for Emerging IoT Applications.,2021,"Victor C. M. Leung, Xiaofei Wang, F. Richard Yu, Dusit Niyato, Tarik Taleb, Sangheon Pack",IEEE Internet Things J. 8: 2082-2086 ,IOTJ,
373,Blockchain for the Internet of Vehicles Towards Intelligent Transportation Systems: A Survey.,2021,"Muhammad Baqer Mollah, Jun Zhao, Dusit Niyato, Yong Liang Guan, Chau Yuen, Sumei Sun, Kwok-Yan Lam, Leong Hai Koh",IEEE Internet Things J. 8: 4157-4185 ,IOTJ,
374,Incentive-Based Coded Distributed Computing Management for Latency Reduction in IoT Services - A Game Theoretic Approach.,2021,"Nakyoung Kim, DaeJin Kim, Joohyung Lee, Dusit Niyato, Jun Kyun Choi",IEEE Internet Things J. 8: 8259-8278 ,IOTJ,
375,Energy Consumption Minimization in UAV-Assisted Mobile-Edge Computing Systems: Joint Resource Allocation and Trajectory Design.,2021,"Jiequ Ji, Kun Zhu, Changyan Yi, Dusit Niyato",IEEE Internet Things J. 8: 8570-8584 ,IOTJ,
376,Local Differential Privacy-Based Federated Learning for Internet of Things.,2021,"Yang Zhao, Jun Zhao, Mengmeng Yang, Teng Wang, Ning Wang, Lingjuan Lyu, Dusit Niyato, Kwok-Yan Lam",IEEE Internet Things J. 8: 8836-8853 ,IOTJ,
377,A Blockchain-Based Approach for Saving and Tracking Differential-Privacy Cost.,2021,"Yang Zhao, Jun Zhao, Jiawen Kang, Zehang Zhang, Dusit Niyato, Shuyu Shi, Kwok-Yan Lam",IEEE Internet Things J. 8: 8865-8882 ,IOTJ,
378,LEO-Satellite-Assisted UAV: Joint Trajectory and Data Collection for Internet of Remote Things in 6G Aerial Access Networks.,2021,"Ziye Jia, Min Sheng, Jiandong Li, Dusit Niyato, Zhu Han",IEEE Internet Things J. 8: 9814-9826 ,IOTJ,
379,Contract-Theoretic Pricing for Security Deposits in Sharded Blockchain With Internet of Things (IoT).,2021,"Jing Li, Tingting Liu, Dusit Niyato, Ping Wang, Jun Li, Zhu Han",IEEE Internet Things J. 8: 10052-10070 ,IOTJ,
380,Cost-Effective Active Sparse Urban Sensing: Adversarial Autoencoder Approach.,2021,"Kun Zhu, Aijin Zhang, Dusit Niyato",IEEE Internet Things J. 8: 12064-12078 ,IOTJ,
381,Federated Learning Meets Blockchain in Edge Computing: Opportunities and Challenges.,2021,"Dinh C. Nguyen, Ming Ding, Quoc-Viet Pham, Pubudu N. Pathirana, Long Bao Le, Aruna Seneviratne, Jun Li, Dusit Niyato, H. Vincent Poor",IEEE Internet Things J. 8: 12806-12825 ,IOTJ,
382,Throughput-Efficient Lagrange Coded Private Blockchain for Secured IoT Systems.,2021,"Alia Asheralieva, Dusit Niyato",IEEE Internet Things J. 8: 14874-14895 ,IOTJ,
383,Dynamic Contract Design for Federated Learning in Smart Healthcare Applications.,2021,"Wei Yang Bryan Lim, Sahil Garg, Zehui Xiong, Dusit Niyato, Cyril Leung, Chunyan Miao, Mohsen Guizani",IEEE Internet Things J. 8: 16853-16862 ,IOTJ,
384,Secure Communication Framework for Blockchain-Based Internet of Drones-Enabled Aerial Computing Deployment.,2021,"Mohammad Wazid, Basudeb Bera, Ashok Kumar Das, Sahil Garg, Dusit Niyato, M. Shamim Hossain",IEEE Internet Things Mag. 4: 120-126 ,IOTM,
385,A survey on the role of Internet of Things for adopting and promoting Agriculture 4.0.,2021,"Meghna Raj, Shashank Gupta, Vinay Chamola, Anubhav Elhence, Tanya Garg, Mohammed Atiquzzaman, Dusit Niyato",J. Netw. Comput. Appl. 187: 103107 ,JNCA,
386,Reconfigurable Intelligent Surface-Assisted Aerial-Terrestrial Communications via Multi-Task Learning.,2021,"Xuelin Cao, Bo Yang, Chongwen Huang, Chau Yuen, Marco Di Renzo, Dusit Niyato, Zhu Han",IEEE J. Sel. Areas Commun. 39: 3035-3050 ,JSAC,
387,Dynamic Edge Association and Resource Allocation in Self-Organizing Hierarchical Federated Learning Networks.,2021,"Wei Yang Bryan Lim, Jer Shyuan Ng, Zehui Xiong, Dusit Niyato, Chunyan Miao, Dong In Kim",IEEE J. Sel. Areas Commun. 39: 3640-3653 ,JSAC,
388,Securing Data Sharing from the Sky: Integrating Blockchains into Drones in 5G and Beyond.,2021,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Shengli Xie, Dong In Kim",IEEE Netw. 35: 78-85 ,NETWORK,
389,Toward Smart Security Enhancement of Federated Learning Networks.,2021,"Junjie Tan, Ying-Chang Liang, Nguyen Cong Luong, Dusit Niyato",IEEE Netw. 35: 340-347 ,NETWORK,
390,Network Slicing for 5G with UE State Based Allocation and Blockchain Approach.,2021,"Gorla Praveen, Vinay Chamola, Vikas Hassija, Dusit Niyato",IEEE Netw. 35: 184-190 ,NETWORK,
391,Converged Reconfigurable Intelligent Surface and Mobile Edge Computing for Space Information Networks.,2021,"Xuelin Cao, Bo Yang, Chongwen Huang, Chau Yuen, Yan Zhang, Dusit Niyato, Zhu Han",IEEE Netw. 35: 42-48 ,NETWORK,
392,UAV-Assisted Communication Efficient Federated Learning in the Era of the Artificial Intelligence of Things.,2021,"Wei Yang Bryan Lim, Sahil Garg, Zehui Xiong, Yang Zhang, Dusit Niyato, Cyril Leung, Chunyan Miao",IEEE Netw. 35: 188-195 ,NETWORK,
393,"Spectrum-Learning-Aided Reconfigurable Intelligent Surfaces for ""Green"" 6G Networks.",2021,"Bo Yang, Xuelin Cao, Chongwen Huang, Yong Liang Guan, Chau Yuen, Marco Di Renzo, Dusit Niyato, Mérouane Debbah, Lajos Hanzo",IEEE Netw. 35: 20-26 ,NETWORK,
394,On Coordination of Smart Grid and Cooperative Cloud Providers.,2021,"Monireh Mohebbi Moghaddam, Mohammad Hossein Manshaei, Mehdi Naderi Soorki, Walid Saad, Maziar Goudarzi, Dusit Niyato",IEEE Syst. J. 15: 672-683 ,SJ,
395,Dynamic Resource Management to Defend Against Advanced Persistent Threats in Fog Computing: A Game Theoretic Approach.,2021,"Shaohan Feng, Zehui Xiong, Dusit Niyato, Ping Wang",IEEE Trans. Cloud Comput. 9: 995-1007 ,TCC,A
396,UAV-Assisted Wireless Energy and Data Transfer With Deep Reinforcement Learning.,2021,"Zehui Xiong, Yang Zhang, Wei Yang Bryan Lim, Jiawen Kang, Dusit Niyato, Cyril Leung, Chunyan Miao",IEEE Trans. Cogn. Commun. Netw. 7: 85-99 ,TCCN,
397,Bayesian Reinforcement Learning and Bayesian Deep Learning for Blockchains With Mobile Edge Computing.,2021,"Alia Asheralieva, Dusit Niyato",IEEE Trans. Cogn. Commun. Netw. 7: 319-335 ,TCCN,
398,Detection of Sleeping Cells in Self-Organizing Cellular Networks: An Adversarial Auto-Encoder Method.,2021,"Tao Zhang, Kun Zhu, Dusit Niyato",IEEE Trans. Cogn. Commun. Netw. 7: 739-751 ,TCCN,
399,IEEE TCCN Special Section Editorial: Convergence of Collaborative Distributed Machine Learning and Edge Computing Toward Intelligent Networking.,2021,"Dusit Niyato, Kaibin Huang, Mehdi Bennis, Miao Pan, Zehui Xiong, Long Bao Le, Dong In Kim, Li-Chun Wang",IEEE Trans. Cogn. Commun. Netw. 7: 1016-1020 ,TCCN,
400,Age of Information Aware Content Resale Mechanism With Edge Caching.,2021,"Xuying Zhou, Wei Wang, Naveed Ul Hassan, Chau Yuen, Dusit Niyato",IEEE Trans. Commun. 69: 5269-5282 ,TCOM,
401,Meta Distribution of the SINR for mmWave Cellular Networks With Clusters.,2021,"Minwei Shi, Xiaozheng Gao, Kai Yang, Dusit Niyato, Zhu Han",IEEE Trans. Commun. 69: 6956-6970 ,TCOM,
402,Reflection Resource Management for Intelligent Reflecting Surface Aided Wireless Networks.,2021,"Yulan Gao, Chao Yong, Zehui Xiong, Jun Zhao, Yue Xiao, Dusit Niyato",IEEE Trans. Commun. 69: 6971-6986 ,TCOM,
403,UAV-Relayed Covert Communication Towards a Flying Warden.,2021,"Xinying Chen, Min Sheng, Nan Zhao, Wei Xu, Dusit Niyato",IEEE Trans. Commun. 69: 7659-7672 ,TCOM,
404,Reconfigurable Intelligent Surface Aided Power Control for Physical-Layer Broadcasting.,2021,"Huimei Han, Jun Zhao, Wenchao Zhai, Zehui Xiong, Dusit Niyato, Marco Di Renzo, Quoc-Viet Pham, Weidang Lu, Kwok-Yan Lam",IEEE Trans. Commun. 69: 7821-7836 ,TCOM,
405,UAV-Assisted Time-Efficient Data Collection via Uplink NOMA.,2021,"Wei Wang, Nan Zhao, Li Chen, Xin Liu, Yunfei Chen, Dusit Niyato",IEEE Trans. Commun. 69: 7851-7863 ,TCOM,
406,Modeling of Multilayer Multicontent Latent Tree and Its Applications.,2021,"Chia-Yu Lin, Yu-Fang Chiu, Li-Chun Wang, Dusit Niyato",IEEE Trans. Comput. Soc. Syst. 8: 5-19 ,TCSS,
407,Distributed Resource Allocation in RF-Powered Cognitive Ambient Backscatter Networks.,2021,"Kun Zhu, Longteng Xu, Dusit Niyato",IEEE Trans. Green Commun. Netw. 5: 1657-1668 ,TGCN,
408,Joint Auction-Coalition Formation Framework for Communication-Efficient Federated Learning in UAV-Enabled Internet of Vehicles.,2021,"Jer Shyuan Ng, Wei Yang Bryan Lim, Hong-Ning Dai, Zehui Xiong, Jianqiang Huang, Dusit Niyato, Xian-Sheng Hua, Cyril Leung, Chunyan Miao",IEEE Trans. Intell. Transp. Syst. 22: 2326-2344 ,TITS,
409,Towards Federated Learning in UAV-Enabled Internet of Vehicles: A Multi-Dimensional Contract-Matching Approach.,2021,"Wei Yang Bryan Lim, Jianqiang Huang, Zehui Xiong, Jiawen Kang, Dusit Niyato, Xian-Sheng Hua, Cyril Leung, Chunyan Miao",IEEE Trans. Intell. Transp. Syst. 22: 5140-5154 ,TITS,
410,Radio Resource Sharing and Edge Caching with Latency Constraint for Local 5G Operator: Geometric Programming Meets Stackelberg Game.,2021,"Tachporn Sanguanpuak, Dusit Niyato, Nandana Rajatheva, Matti Latva-aho",IEEE Trans. Mob. Comput. 20: 707-721 ,TMC,
411,Learning-Based Mobile Edge Computing Resource Management to Support Public Blockchain Networks.,2021,"Alia Asheralieva, Dusit Niyato",IEEE Trans. Mob. Comput. 20: 1092-1109 ,TMC,
412,Dynamic Model for Network Selection in Next Generation HetNets With Memory-Affecting Rational Users.,2021,"Shaohan Feng, Dusit Niyato, Xiao Lu, Ping Wang, Dong In Kim",IEEE Trans. Mob. Comput. 20: 1365-1379 ,TMC,
413,Contract Design in Hierarchical Game for Sponsored Content Service Market.,2021,"Zehui Xiong, Jun Zhao, Yang Zhang, Dusit Niyato, Junshan Zhang",IEEE Trans. Mob. Comput. 20: 2763-2778 ,TMC,
414,Toward an Automated Auction Framework for Wireless Federated Learning Services Market.,2021,"Yutao Jiao, Ping Wang, Dusit Niyato, Bin Lin, Dong In Kim",IEEE Trans. Mob. Comput. 20: 3034-3048 ,TMC,
415,Socially-Aware-Clustering-Enabled Federated Learning for Edge Networks.,2021,"Latif U. Khan, Zhu Han, Dusit Niyato, Choong Seon Hong",IEEE Trans. Netw. Serv. Manag. 18: 2641-2658 ,TNSM,
416,Cyber Insurance Design for Validator Rotation in Sharded Blockchain Networks: A Hierarchical Game-Based Approach.,2021,"Jing Li, Dusit Niyato, Choong Seon Hong, Kyung-Joon Park, Li Wang, Zhu Han",IEEE Trans. Netw. Serv. Manag. 18: 3092-3106 ,TNSM,
417,On Cyber Risk Management of Blockchain Networks: A Game Theoretic Approach.,2021,"Shaohan Feng, Wenbo Wang, Zehui Xiong, Dusit Niyato, Ping Wang, Shaun Shuxun Wang",IEEE Trans. Serv. Comput. 14: 1492-1504 ,TSC,
418,Brain Storm Optimization-Based Edge Caching in Fog Radio Access Networks.,2021,"Yanxiang Jiang, Xuan Chen, Fu-Chun Zheng, Dusit Niyato, Xiaohu You",IEEE Trans. Veh. Technol. 70: 1807-1820 ,TVT,
419,Optimizing Task Assignment for Reliable Blockchain-Empowered Federated Edge Learning.,2021,"Jiawen Kang, Zehui Xiong, Xuandi Li, Yang Zhang, Dusit Niyato, Cyril Leung, Chunyan Miao",IEEE Trans. Veh. Technol. 70: 1910-1923 ,TVT,
420,Fast and Secure Computational Offloading With Lagrange Coded Mobile Edge Computing.,2021,"Alia Asheralieva, Dusit Niyato",IEEE Trans. Veh. Technol. 70: 4924-4942 ,TVT,
421,A Hierarchical Game Model for OFDM Integrated Radar and Communication Systems.,2021,"Huy Thanh Nguyen, Dinh Thai Hoang, Nguyen Cong Luong, Dusit Niyato, Dong In Kim",IEEE Trans. Veh. Technol. 70: 5077-5082 ,TVT,
422,Dynamic Network Service Selection in IRS-Assisted Wireless Networks: A Game Theory Approach.,2021,"Nguyen Cong Luong, Nguyen Thi Thanh Van, Shaohan Feng, Huy Thanh Nguyen, Dusit Niyato, Dong In Kim",IEEE Trans. Veh. Technol. 70: 5160-5165 ,TVT,
423,Shipper Cooperation in Stochastic Drone Delivery: A Dynamic Bayesian Game Approach.,2021,"Suttinee Sawadsitang, Dusit Niyato, Puay Siew Tan, Ping Wang, Sarana Nutanong",IEEE Trans. Veh. Technol. 70: 7437-7452 ,TVT,
424,UAV-Aided Covert Communication With a Multi-Antenna Jammer.,2021,"Xinying Chen, Ning Zhang, Jie Tang, Mingqian Liu, Nan Zhao, Dusit Niyato",IEEE Trans. Veh. Technol. 70: 11619-11631 ,TVT,
425,Protecting Multi-Function Wireless Systems From Jammers With Backscatter Assistance: An Intelligent Strategy.,2021,"Ismail Lotfi, Dusit Niyato, Sumei Sun, Dinh Thai Hoang, Yonghui Li, Dong In Kim",IEEE Trans. Veh. Technol. 70: 11812-11826 ,TVT,
426,Latency Minimization in Covert Communication-Enabled Federated Learning Network.,2021,"Nguyen Thi Thanh Van, Nguyen Cong Luong, Huy Thanh Nguyen, Shaohan Feng, Dusit Niyato, Dong In Kim",IEEE Trans. Veh. Technol. 70: 13447-13452 ,TVT,
427,Deep Reinforcement Learning-Based Intelligent Reflecting Surface for Secure Wireless Communications.,2021,"Helin Yang, Zehui Xiong, Jun Zhao, Dusit Niyato, Liang Xiao, Qingqing Wu",IEEE Trans. Wirel. Commun. 20: 375-388 ,TWC,
428,A Multi-Leader Multi-Follower Game-Based Analysis for Incentive Mechanisms in Socially-Aware Mobile Crowdsensing.,2021,"Jiangtian Nie, Jun Luo, Zehui Xiong, Dusit Niyato, Ping Wang, H. Vincent Poor",IEEE Trans. Wirel. Commun. 20: 1457-1471 ,TWC,
429,Intelligent Reflecting Surface Assisted Anti-Jamming Communications: A Fast Reinforcement Learning Approach.,2021,"Helin Yang, Zehui Xiong, Jun Zhao, Dusit Niyato, Qingqing Wu, H. Vincent Poor, Massimo Tornatore",IEEE Trans. Wirel. Commun. 20: 1963-1974 ,TWC,
430,Deep Reinforcement Learning Based Massive Access Management for Ultra-Reliable Low-Latency Communications.,2021,"Helin Yang, Zehui Xiong, Jun Zhao, Dusit Niyato, Chau Yuen, Ruilong Deng",IEEE Trans. Wirel. Commun. 20: 2977-2990 ,TWC,
431,Improper Gaussian Signaling for D2D Communication Coexisting MISO Cellular Networks.,2021,"Huy Thanh Nguyen, Hoang Duong Tuan, Dusit Niyato, Dong In Kim, H. Vincent Poor",IEEE Trans. Wirel. Commun. 20: 5186-5198 ,TWC,
432,Dual-UAV Enabled Secure Data Collection With Propulsion Limitation.,2021,"Ran Zhang, Xiaowei Pang, Weidang Lu, Nan Zhao, Yunfei Chen, Dusit Niyato",IEEE Trans. Wirel. Commun. 20: 7445-7459 ,TWC,
433,eICIC Configuration of Downlink and Uplink Decoupling With SWIPT in 5G Dense IoT HetNets.,2021,"Jie Zheng, Ling Gao, Haijun Zhang, Dusit Niyato, Jie Ren, Hai Wang, Hongbo Guo, Zheng Wang",IEEE Trans. Wirel. Commun. 20: 8274-8287 ,TWC,
434,Optimal Status Update for Caching Enabled IoT Networks: A Dueling Deep R-Network Approach.,2021,"Chao Xu, Yiping Xie, Xijun Wang, Howard H. Yang, Dusit Niyato, Tony Q. S. Quek",IEEE Trans. Wirel. Commun. 20: 8438-8454 ,TWC,
435,Blockchain and Artificial Intelligence for Dynamic Resource Sharing in 6G and Beyond.,2021,"Shisheng Hu, Ying-Chang Liang, Zehui Xiong, Dusit Niyato",IEEE Wirel. Commun. 28: 145-151 ,WC,
436,Covert Communication in UAV-Assisted Air-Ground Networks.,2021,"Xu Jiang, Xinying Chen, Jie Tang, Nan Zhao, Xiu Yin Zhang, Dusit Niyato, Kai-Kit Wong",IEEE Wirel. Commun. 28: 190-197 ,WC,
437,When UAV Meets IRS: Expanding Air-Ground Networks via Passive Reflection.,2021,"Xiaowei Pang, Min Sheng, Nan Zhao, Jie Tang, Dusit Niyato, Kai-Kit Wong",IEEE Wirel. Commun. 28: 164-170 ,WC,
438,Reconfigurable Holographic Surfaces for Future Wireless Communications.,2021,"Ruoqi Deng, Boya Di, Hongliang Zhang, Dusit Niyato, Zhu Han, H. Vincent Poor, Lingyang Song",IEEE Wirel. Commun. 28: 126-131 ,WC,
439,Federated Learning for Industrial Internet of Things in Future Industries.,2021,"Dinh C. Nguyen, Ming Ding, Pubudu N. Pathirana, Aruna Seneviratne, Jun Li, Dusit Niyato, H. Vincent Poor",IEEE Wirel. Commun. 28: 192-199 ,WC,
440,A Deep Reinforcement Learning Approach for Backscatter-Assisted Relay Communications.,2021,"Tran The Anh, Nguyen Cong Luong, Dusit Niyato",IEEE Wirel. Commun. Lett. 10: 166-169 ,WCL,
441,A Novel Joint Mobile Cache and Power Management Scheme for Energy-Efficient Mobile Augmented Reality Service in Mobile Edge Computing.,2021,"Yong-Jun Seo, Joohyung Lee, Jungyeon Hwang, Dusit Niyato, Hong-Shik Park, Jun Kyun Choi",IEEE Wirel. Commun. Lett. 10: 1061-1065 ,WCL,
442,Throughput Maximization for IRS-Assisted Wireless Powered Hybrid NOMA and TDMA.,2021,"Dingcai Zhang, Qingqing Wu, Miao Cui, Guangchi Zhang, Dusit Niyato",IEEE Wirel. Commun. Lett. 10: 1944-1948 ,WCL,
443,Mixed Numerology Interference Recognition Approach for 5G NR.,2021,"Fan Wu, Rui Tan, Cong Zhang, Wenhao Fan, Xi Chen, Dusit Niyato, Yuan'an Liu",IEEE Wirel. Commun. Lett. 10: 2135-2139 ,WCL,
444,Optimal Power Allocation for Rate Splitting Communications With Deep Reinforcement Learning.,2021,"Nguyen Quang Hieu, Dinh Thai Hoang, Dusit Niyato, Dong In Kim",IEEE Wirel. Commun. Lett. 10: 2820-2823 ,WCL,
445,AI-Empowered Decision Support for COVID-19 Social Distancing.,2021,"Hongchao Jiang, Wei Yang Bryan Lim, Jer Shyuan Ng, Harold Ze Chie Teng, Han Yu, Zehui Xiong, Dusit Niyato, Chunyan Miao",AAAI 2021: 16044-16047,AAAI,A*
446,A Blockchain-Enabled Quantitative Approach to Trust and Reputation Management with Sparse Evidence.,2021,"Leonid Zeynalvand, Tie Luo, Ewa Andrejczuk, Dusit Niyato, Sin G. Teo, Jie Zhang",AAMAS 2021: 1707-1708,ATAL,
447,An Incentive Mechanism for Resource Allocation in Coded Distributed Computing.,2021,"Jer Shyuan Ng, Wei Yang Bryan Lim, Zehui Xiong, Sahil Garg, Dusit Niyato, Cyril Leung",BigDataSE 2021: 15-22,BIGDATASE,
